,rev_name,sample,timepoint,initial_name,Day,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,Crop,Treatment,Addition,Rep2,Rep,total_N_mg_kg,net_N_mg_kg_1,Cumul_net_N_mg_kg_1
529,25h,25,h,25h,144,38.0012,0.035186296,46.16341882,3.338137216,0.073622319,23.3705687,0.776030631,246.3421069,Corn,336N,Control,Corn-336N-Control-144,Corn-336N-Control,247.1181375,-0.938318457,231.1584576
530,26h,26,h,26h,144,38.0022,0.035187222,46.16341882,3.185402835,0.17178541,16.55625172,1.897609724,182.8869184,Corn,336N,Carbon,Corn-336N-Carbon-144,Corn-336N-Carbon,184.7845281,-32.9845547,172.6192906
531,27h,27,h,27h,144,38.1242,0.035300185,46.16341882,3.066962357,0.208596569,22.63664556,2.400908997,260.5437196,Corn,336N,Nitrogen,Corn-336N-Nitrogen-144,Corn-336N-Nitrogen,262.9446286,-8.77105109,238.4579156
532,28h,28,h,28h,144,38.0875,0.035266204,45.38233189,3.259363962,0.245407729,19.96699431,2.655303017,216.0421778,Corn,0N,Control,Corn-0N-Control-144,Corn-0N-Control,218.6974808,-1.945984388,205.9691585
533,29h,29,h,29h,144,38.0336,0.035216296,45.38233189,3.350466233,0.233137342,19.11328842,2.450474992,200.8971831,Corn,0N,Carbon,Corn-0N-Carbon-144,Corn-0N-Carbon,203.3476581,22.18678152,190.1710051
534,30h,30,h,30h,144,37.9589,0.03514713,45.38233189,3.414205051,0.208596569,23.97701435,2.14737268,246.8285352,Corn,0N,Nitrogen,Corn-0N-Nitrogen-144,Corn-0N-Nitrogen,248.9759079,-18.09026145,225.4000225
535,31h,31,h,31h,144,37.9274,0.035117963,37.55170771,3.692942213,0.638060095,21.41909405,6.067620204,203.684463,Corn,112N,Control,Corn-112N-Control-144,Corn-112N-Control,209.7520832,-32.38825989,164.8604138
536,32h,32,h,32h,144,37.9519,0.035140648,37.55170771,3.648354132,0.466274685,19.77712183,4.491119571,190.4916174,Corn,112N,Carbon,Corn-112N-Carbon-144,Corn-112N-Carbon,194.982737,-34.46338215,140.9199534
537,33h,33,h,33h,144,38.0657,0.035246019,37.55170771,3.699062146,0.134974251,23.17919698,1.286084084,220.8598758,Corn,112N,Nitrogen,Corn-112N-Nitrogen-144,Corn-112N-Nitrogen,222.1459599,-26.84084486,155.0993238
538,34h,34,h,34h,144,38.0973,0.035275278,44.93038326,3.302965473,0.159515024,19.89093969,1.703601454,212.4328664,Corn,0N,Control,Corn-0N-Control-144,Corn-0N-Control,214.1364679,-17.73986366,201.6358884
539,35h,35,h,35h,144,38.0366,0.035219074,44.93038326,3.549952704,0.34357082,17.76459665,3.408565457,176.2425298,Corn,0N,Carbon,Corn-0N-Carbon-144,Corn-0N-Carbon,179.6510953,-16.03846412,170.8543565
540,36h,36,h,36h,144,38.0791,0.035258426,44.93038326,3.204996625,0.34357082,23.31581283,3.779650254,256.4991342,Corn,0N,Nitrogen,Corn-0N-Nitrogen-144,Corn-0N-Nitrogen,260.2787845,245.0547064,236.4312296
541,37h,37,h,37h,144,37.9989,0.035184167,54.70784056,2.942676891,0.294489275,23.97008038,3.521066062,286.5986768,Miscanthus,336N,Control,Miscanthus-336N-Control-144,Miscanthus-336N-Control,290.1197429,-46.89839643,207.8720487
542,38h,38,h,38h,144,38.1129,0.035289722,54.70784056,2.981718732,0.159515024,24.04640785,1.887918141,284.5979549,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-144,Miscanthus-336N-Carbon,286.485873,-7.459953582,219.98187
543,39h,39,h,39h,144,38.0506,0.035232037,54.70784056,2.74927937,0.576708163,22.14035809,7.390519704,283.7288653,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-144,Miscanthus-336N-Nitrogen,291.119385,-27.7340152,175.8672789
544,40h,40,h,40h,144,37.9782,0.035165,48.8302975,3.030167443,0.208596569,24.43681874,2.420756769,283.5885301,Miscanthus,112N,Control,Miscanthus-112N-Control-144,Miscanthus-112N-Control,286.0092869,-10.65545053,236.6157027
545,41h,41,h,41h,144,37.903,0.03509537,48.8302975,3.242624047,0.184055797,20.91009265,1.992061451,226.3128365,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-144,Miscanthus-112N-Carbon,228.304898,-55.26111685,125.0974911
546,42h,42,h,42h,144,38.0526,0.035233889,48.8302975,2.940415784,0.220866956,23.94928434,2.646565097,286.9752053,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-144,Miscanthus-112N-Nitrogen,289.6217704,-57.91782159,214.6682113
547,43h,43,h,43h,144,37.9293,0.035119722,38.54459018,3.82910222,1.27612019,7.163836206,11.70430666,65.70520272,Miscanthus,336N,Control,Miscanthus-336N-Control-144,Miscanthus-336N-Control,77.40950938,-62.96419087,22.38187767
548,44h,44,h,44h,144,37.9005,0.035093056,38.54459018,3.929766181,1.042982847,1.931260102,9.313901466,17.24627241,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-144,Miscanthus-336N-Carbon,26.56017388,-91.21832952,-20.23089279
549,45h,45,h,45h,144,38.0084,0.035192963,38.54459018,3.757137935,0.319030047,7.534641717,2.988341877,70.57669201,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-144,Miscanthus-336N-Nitrogen,73.56503389,-95.5658459,6.000684337
550,46h,46,h,46h,144,38.0428,0.035224815,39.06003785,3.473090323,0.294489275,0.404469391,2.986772359,4.102213901,Miscanthus,112N,Control,Miscanthus-112N-Control-144,Miscanthus-112N-Control,7.08898626,-64.18779546,-35.47391567
551,47h,47,h,47h,144,38.0166,0.035200556,39.06003785,3.516479576,0.282218888,0.432802021,2.825058821,4.332421459,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-144,Miscanthus-112N-Carbon,7.15748028,-1.408283116,-46.48461361
552,48h,48,h,48h,144,37.985,0.035171296,39.06003785,3.482109437,0.134974251,0.412928104,1.36331711,4.170809956,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-144,Miscanthus-112N-Nitrogen,5.534127066,-133.4995073,-64.99420768
553,49h,49,h,49h,144,38.027,0.035210185,51.50953066,2.974405389,0.044288328,15.7983372,0.524272931,187.0163295,Miscanthus,0N,Control,Miscanthus-0N-Control-144,Miscanthus-0N-Control,187.5406024,13.30505186,172.5796223
554,50h,50,h,50h,144,38.038,0.03522037,51.50953066,4.766613136,0.398594951,23.31937981,2.94520688,172.3062414,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-144,Miscanthus-0N-Carbon,175.2514483,13.21403086,162.2775842
555,51h,51,h,51h,144,41.3541,0.038290833,51.50953066,1.708319235,0.066432492,25.47924234,1.489039886,571.1001797,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-144,Miscanthus-0N-Nitrogen,572.5892196,321.6587846,543.5630229
556,52h,52,h,52h,144,38.0132,0.035197407,44.67019051,3.729782458,0.841478229,0.4223189,7.940906041,3.985361223,Miscanthus,0N,Control,Miscanthus-0N-Control-144,Miscanthus-0N-Control,11.92626726,-3.135630407,3.009042587
557,53h,53,h,53h,144,38.121,0.035297222,44.67019051,4.061761315,1.151496524,0.41113812,10.00665119,3.572842529,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-144,Miscanthus-0N-Carbon,13.57949372,0.158500693,4.987202204
558,54h,54,h,54h,144,37.903,0.03509537,44.67019051,3.590904636,0.431811196,0.437438095,4.220266309,4.27526028,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-144,Miscanthus-0N-Nitrogen,8.495526589,-14.76271397,-10.2871996
559,55h,55,h,55h,144,38.4381,0.035590833,53.54534388,3.079014608,0.365378705,23.08088314,4.223472198,266.7957024,Miscanthus,336N,Control,Miscanthus-336N-Control-144,Miscanthus-336N-Control,271.0191746,53.99959054,208.1903562
560,56h,56,h,56h,144,38.0277,0.035210833,53.54534388,2.765910225,0.177153311,23.12054761,2.255212642,294.3312263,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-144,Miscanthus-336N-Carbon,296.5864389,76.0556227,234.666275
561,57h,57,h,57h,144,38.184,0.035355556,53.54534388,3.009332623,0.05536041,24.95436645,0.650409342,293.1797843,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-144,Miscanthus-336N-Nitrogen,293.8301936,65.10710626,165.8623519
562,58h,58,h,58h,144,38.041,0.035223148,45.74196993,3.486078432,0.11072082,21.63719202,1.118717184,218.6210193,Miscanthus,112N,Control,Miscanthus-112N-Control-144,Miscanthus-112N-Control,219.7397365,55.18755507,187.7007109
563,59h,59,h,59h,144,38.155,0.035328704,45.74196993,3.599477715,0.177153311,21.68840874,1.738751377,212.8707071,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-144,Miscanthus-112N-Carbon,214.6094585,67.19618602,178.4728751
564,60h,60,h,60h,144,38,0.035185185,45.74196993,3.256566965,0.132864984,24.05570108,1.435523702,259.9069224,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-144,Miscanthus-112N-Nitrogen,261.3424461,48.12966435,203.6417712
565,61h,61,h,61h,144,38.1563,0.035329907,51.65241239,3.056341098,0.166081229,16.57328867,1.919823166,191.5796488,Miscanthus,0N,Control,Miscanthus-0N-Control-144,Miscanthus-0N-Control,193.499472,69.15649204,176.3315649
566,62h,62,h,62h,144,38.0398,0.035222037,51.65241239,3.269602307,0.143937065,14.51290183,1.55057287,156.3413277,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-144,Miscanthus-0N-Carbon,157.8919006,49.47519897,142.624558
567,63h,63,h,63h,144,38.1282,0.035303889,51.65241239,3.375048396,0.177153311,22.15207835,1.853069964,231.7165329,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-144,Miscanthus-0N-Nitrogen,233.5696029,68.31050656,179.9799425
568,64h,64,h,64h,144,38.1013,0.035278981,52.29109668,3.428218666,0.022144164,6.971901812,0.227880316,71.74618042,Miscanthus,336N,Control,Miscanthus-336N-Control-144,Miscanthus-336N-Control,71.97406074,35.42371023,8.480708024
569,65h,65,h,65h,144,38.0326,0.03521537,52.29109668,3.176220239,0.044288328,2.732710798,0.49103329,30.2980951,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-144,Miscanthus-336N-Carbon,30.78912839,-53.38769474,-20.78204248
570,66h,66,h,66h,144,38.0894,0.035267963,52.29109668,3.168157434,0.11072082,24.2449524,1.232545371,269.8950735,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-144,Miscanthus-336N-Nitrogen,271.1276189,60.88518129,169.9949648
571,67h,67,h,67h,144,38.0493,0.035230833,53.49931923,2.958698815,0.11072082,15.62380371,1.318412924,186.0411143,Miscanthus,0N,Control,Miscanthus-0N-Control-144,Miscanthus-0N-Control,187.3595272,63.1013191,174.8671149
572,68h,68,h,68h,144,37.9812,0.035167778,53.49931923,2.926194839,0.132864984,13.58451386,1.596806258,163.2622539,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-144,Miscanthus-0N-Carbon,164.8590602,73.99095223,150.8332902
573,69h,69,h,69h,144,37.8423,0.035039167,53.49931923,2.841191595,0.265729967,23.75980168,3.277130841,293.0191869,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-144,Miscanthus-0N-Nitrogen,296.2963177,134.5270027,266.0518578
574,70h,70,h,70h,144,38.4501,0.035601944,52.08002904,2.971996599,0.132864984,23.23974496,1.5916074,278.3920107,Miscanthus,112N,Control,Miscanthus-112N-Control-144,Miscanthus-112N-Control,279.9836181,28.54801012,239.0026889
575,71h,71,h,71h,144,38.281,0.03544537,52.08002904,2.714666355,0.155009147,22.3337161,2.023952821,291.611099,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-144,Miscanthus-112N-Carbon,293.6350518,58.70270456,256.1269757
576,72h,72,h,72h,144,38.2864,0.03545037,52.08002904,2.729521546,0.05536041,24.3262867,0.719007711,315.94397,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-144,Miscanthus-112N-Nitrogen,316.6629777,76.42181804,239.2073971
