ID	rev_name	Day	Crop	Treatment	Addition	Sample_Location	16S	F1R2_Ave/g	CS001_Ave/g	F1R2/16S(%)	CS001/16S(%)	qnorB_Ave/g	qnorB/16S	cnorB_Ave/g	qnorB+cnorB	cnorB/16S	tot_nor/16S
72a	72a	0	Miscanthus	112N	Nitrogen	D0-F12	1643804110	23941191.26	22541847.29	0.014564504	0.01371322	113626388.6	0.069124045	604625106.3	718251494.8	0.367820656	0.436944701
72b	72b	4	Miscanthus	112N	Nitrogen	D5-F12	1905102840	33288462.19	33173807.33	0.017473315	0.017413132	79382971.2	0.041668602	725603795.7	804986766.9	0.38087382	0.422542421
72c	72c	15	Miscanthus	112N	Nitrogen	D11-F12	10832573449	159010510.8	130172005.9	0.014678923	0.01201672	439465035.7	0.040568849	1497381228	1936846263	0.138229502	0.17879835
72d	72d	30	Miscanthus	112N	Nitrogen	D32-F12	9345728666	40338939.45	31601108.76	0.004316297	0.003381342	318722220	0.034103517	874968238.4	1193690458	0.09362226	0.127725777
72e	72e	59	Miscanthus	112N	Nitrogen	D60-F12	6290007658	115921235.5	47541683.12	0.018429427	0.007558287	302369325	0.048071376	822658684.8	1125028010	0.130788185	0.178859561
72f	72f	86	Miscanthus	112N	Nitrogen	D87-F12	5901934662	11123809.07	70488853.33	0.001884773	0.011943347	202132434.7	0.034248504	524284385	726416819.7	0.088832631	0.123081135
7a	7a	0	Corn	0N	Control	D0-A7	1495746976	4266153.01	10258619.24	0.002852189	0.006858526	106782518.3	0.071390763	397902432.1	504684950.3	0.266022555	0.337413318
7b	7b	4	Corn	0N	Control	D5-A7	5461062301	7802670.12	13221250.3	0.001428782	0.002421003	273266703.5	0.050039111	1119808439	1393075142	0.205053225	0.255092336
7c	7c	15	Corn	0N	Control	D11-A7	9622559106	29072428.87	27079934.46	0.003021278	0.002814213	535874927.6	0.05568944	1584031148	2119906075	0.164616411	0.220305851
7d	7d	30	Corn	0N	Control	D32-A7	10890549482	18947321.53	18733994.83	0.001739795	0.001720207	383329702.7	0.03519838	763569571.6	1146899274	0.070113044	0.105311424
7e	7e	59	Corn	0N	Control	D60-A7	5048173359	9551840.98	12045680.08	0.001892138	0.002386146	253831781.8	0.050281907	708376160.2	962207942	0.140323263	0.19060517
7f	7f	86	Corn	0N	Control	D87-A7	5155515866	7592446.14	18457839.94	0.001472684	0.003580212	301209377.9	0.058424683	745956689.8	1047166068	0.144690989	0.203115672
8a	8a	0	Corn	0N	Carbon	D0-A8	1378551779	3089420.69	8140314.5	0.002241062	0.005904976	92792493.65	0.067311577	325393205	418185698.7	0.236039886	0.303351463
8b	8b	4	Corn	0N	Carbon	D5-A8	7205305349	11231196.59	19007184.28	0.00155874	0.002637943	318075402.6	0.044144611	1189420423	1507495825	0.165075644	0.209220255
8c	8c	15	Corn	0N	Carbon	D11-A8	9241196204	25222572.97	26018179.77	0.002729362	0.002815456	471128648.5	0.050981349	1405803544	1876932193	0.152123547	0.203104896
8d	8d	30	Corn	0N	Carbon	D32-A8	10238846619	15360912.5	13874108.08	0.001500258	0.001355046	334960047.9	0.032714627	672508551.8	1007468600	0.065682061	0.098396688
8e	8e	59	Corn	0N	Carbon	D60-A8	5321141260	36660946.01	12695381.22	0.006889677	0.002385838	250596711.2	0.047094542	749902615.1	1000499326	0.140928906	0.188023448
8f	8f	86	Corn	0N	Carbon	D87-A8	4029771064	11785150.53	10007579.83	0.002924521	0.002483412	237550622.7	0.058948913	632367563.8	869918186.6	0.156923943	0.215872855
9a	9a	0	Corn	0N	Nitrogen	D0-A9	1720477935	5590915.36	9528398.89	0.003249629	0.005538228	103466008.1	0.060137945	394266348.1	497732356.3	0.229160944	0.28929889
9b	9b	4	Corn	0N	Nitrogen	D5-A9	15161156636	22134926.96	30956201.62	0.001459976	0.00204181	428705301	0.028276556	1833876309	2262581610	0.120958866	0.149235422
9c	9c	15	Corn	0N	Nitrogen	D11-A9	7105187215	25920319.57	30578418.29	0.003648084	0.004303675	440413802.7	0.061984827	1283666015	1724079817	0.180666037	0.242650864
9d	9d	30	Corn	0N	Nitrogen	D32-A9	13989019614	27802626.05	32253893.4	0.001987461	0.002305658	454294585.9	0.032475084	1001955785	1456250371	0.071624446	0.10409953
9e	9e	59	Corn	0N	Nitrogen	D60-A9	7608952838	57583858.67	29776304.24	0.007567908	0.003913325	359342658.3	0.047226296	1049346906	1408689564	0.137909503	0.185135799
9f	9f	86	Corn	0N	Nitrogen	D87-A9	3852513637	19607476.52	10890891.02	0.005089528	0.002826957	236581921.6	0.061409756	671306860.8	907888782.4	0.174251651	0.235661407
